t	y
0.0	0.0
41.37931034482759	3.343099890837779e-14
82.75862068965517	1.7057398913503087e-14
124.13793103448276	6.515166818575793e-15
165.51724137931035	1.369433988250081e-15
206.89655172413794	6.255452030849336e-16
248.27586206896552	4.508135922006251e-16
289.6551724137931	3.1558904456500976e-16
331.0344827586207	2.1987156017808737e-16
372.41379310344826	1.6366113903985816e-16
413.7931034482759	1.469577811503218e-16
455.17241379310343	1.6976148650947866e-16
496.55172413793105	2.320722551173284e-16
537.9310344827586	2.809824629211085e-16
579.3103448275862	3.2137913549172226e-16
620.6896551724138	3.578395100257132e-16
662.0689655172414	3.9036358652308115e-16
703.448275862069	4.1895136498382607e-16
744.8275862068965	4.436028454079481e-16
786.2068965517242	4.643180277954472e-16
827.5862068965517	4.810969121463234e-16
868.9655172413793	4.939394984605766e-16
910.3448275862069	5.028457867382068e-16
951.7241379310345	5.078157769792142e-16
993.1034482758621	5.088494691835986e-16
1034.4827586206898	5.059468633513599e-16
1075.8620689655172	4.991079594824985e-16
1117.2413793103449	4.883327575770139e-16
1158.6206896551723	4.736212576349066e-16
1200.0	4.549734596561762e-16
