t	y
0.0	1.0e-8
0.034482758620689655	4.983564259522091e-9
0.06896551724137931	2.7584110301122836e-9
0.10344827586206896	1.4186318291669118e-9
0.13793103448275862	5.570137038619127e-10
0.1724137931034483	1.735566541972849e-10
0.20689655172413793	1.9790070421946924e-10
0.2413793103448276	2.6314683339807725e-10
0.27586206896551724	3.173458937663704e-10
0.3103448275862069	3.6049788532434877e-10
0.3448275862068966	3.926028080720122e-10
0.3793103448275862	4.1366066200936087e-10
0.41379310344827586	4.236714471363946e-10
0.4482758620689655	4.226351634531136e-10
0.4827586206896552	4.105518109595177e-10
0.5172413793103449	3.9059675939054073e-10
0.5517241379310345	3.7962118469212584e-10
0.5862068965517241	3.69853368403826e-10
0.6206896551724138	3.612933105256412e-10
0.6551724137931034	3.539410110575715e-10
0.6896551724137931	3.477964699996168e-10
0.7241379310344828	3.4285968735177724e-10
0.7586206896551724	3.391306631140527e-10
0.7931034482758621	3.3660939728644326e-10
0.8275862068965517	3.3529588986894886e-10
0.8620689655172413	3.3519014086156957e-10
0.896551724137931	3.362921502643053e-10
0.9310344827586207	3.3860191807715613e-10
0.9655172413793104	3.4211944430012203e-10
1.0	3.46844728933203e-10
