t	y
0.0	0.0
41.37931034482759	9.899549304755765e-11
82.75862068965517	1.9972117380954327e-10
124.13793103448276	2.883738465766602e-10
165.51724137931035	3.587367543856212e-10
206.89655172413794	4.072730410430138e-10
248.27586206896552	4.426700091491782e-10
289.6551724137931	4.69892063806692e-10
331.0344827586207	4.889392050155553e-10
372.41379310344826	4.99811432775768e-10
413.7931034482759	5.025087470873303e-10
455.17241379310343	4.970311479502419e-10
496.55172413793105	4.83378635364503e-10
537.9310344827586	4.612295515885239e-10
579.3103448275862	4.389397566132631e-10
620.6896551724138	4.1706541437267877e-10
662.0689655172414	3.9560652486677105e-10
703.448275862069	3.745630880955399e-10
744.8275862068965	3.5393510405898525e-10
786.2068965517242	3.337225727571071e-10
827.5862068965517	3.1392549418990554e-10
868.9655172413793	2.945438683573806e-10
910.3448275862069	2.755776952595321e-10
951.7241379310345	2.5702697489636017e-10
993.1034482758621	2.3889170726786473e-10
1034.4827586206898	2.2117189237404586e-10
1075.8620689655172	2.0386753021490362e-10
1117.2413793103449	1.8697862079043776e-10
1158.6206896551723	1.7050516410064864e-10
1200.0	1.5444716014553587e-10
