t	y
0.0	0.0
41.37931034482759	2.08173838590805e-11
82.75862068965517	3.8408605605898266e-11
124.13793103448276	4.999123707333845e-11
165.51724137931035	5.781262555405324e-11
206.89655172413794	6.172982378802021e-11
248.27586206896552	6.425389365834627e-11
289.6551724137931	6.62750802925792e-11
331.0344827586207	6.779338369071901e-11
372.41379310344826	6.88088038527657e-11
413.7931034482759	6.932134077871926e-11
455.17241379310343	6.933099446857972e-11
496.55172413793105	6.883776492234705e-11
537.9310344827586	6.704315389322205e-11
579.3103448275862	6.518067416714618e-11
620.6896551724138	6.339299920824973e-11
662.0689655172414	6.168012901653273e-11
703.448275862069	6.004206359199519e-11
744.8275862068965	5.847880293463708e-11
786.2068965517242	5.6990347044458413e-11
827.5862068965517	5.557669592145919e-11
868.9655172413793	5.423784956563941e-11
910.3448275862069	5.297380797699908e-11
951.7241379310345	5.1784571155538186e-11
993.1034482758621	5.067013910125674e-11
1034.4827586206898	4.9630511814154727e-11
1075.8620689655172	4.8665689294232174e-11
1117.2413793103449	4.7775671541489054e-11
1158.6206896551723	4.696045855592538e-11
1200.0	4.622005033754115e-11
