t	y
0.0	0.0
41.37931034482759	1.0673287532441343e-8
82.75862068965517	1.4408623389827107e-8
124.13793103448276	1.400475546342953e-8
165.51724137931035	1.3071077780951157e-8
206.89655172413794	1.1793939404357622e-8
248.27586206896552	1.0614462478824835e-8
289.6551724137931	9.572916010133661e-9
331.0344827586207	8.669299998284096e-9
372.41379310344826	7.903614443276144e-9
413.7931034482759	7.2758593451098025e-9
455.17241379310343	6.7860347037850724e-9
496.55172413793105	6.434140519301954e-9
537.9310344827586	6.091392801598552e-9
579.3103448275862	5.760731190154692e-9
620.6896551724138	5.4527289673581806e-9
662.0689655172414	5.1673861332090184e-9
703.448275862069	4.904702687707206e-9
744.8275862068965	4.664678630852743e-9
786.2068965517242	4.4473139626456295e-9
827.5862068965517	4.252608683085865e-9
868.9655172413793	4.080562792173451e-9
910.3448275862069	3.9311762899083855e-9
951.7241379310345	3.804449176290668e-9
993.1034482758621	3.7003814513203015e-9
1034.4827586206898	3.618973114997284e-9
1075.8620689655172	3.5602241673216166e-9
1117.2413793103449	3.5241346082932977e-9
1158.6206896551723	3.5107044379123287e-9
1200.0	3.5199336561787085e-9
