t	y
0.0	0.0
41.37931034482759	3.9631387563956265e-13
82.75862068965517	2.9234983788051905e-13
124.13793103448276	1.1267967015211563e-13
165.51724137931035	2.4106323695923176e-14
206.89655172413794	1.1781472187594793e-14
248.27586206896552	9.547270289640347e-15
289.6551724137931	7.893977679524191e-15
331.0344827586207	6.8215943572463206e-15
372.41379310344826	6.3301203228067375e-15
413.7931034482759	6.419555576205441e-15
455.17241379310343	7.089900117442433e-15
496.55172413793105	8.34115394651771e-15
537.9310344827586	9.235951652181623e-15
579.3103448275862	9.973541352088615e-15
620.6896551724138	1.0642167183482586e-14
662.0689655172414	1.1241829146363534e-14
703.448275862069	1.1772527240731458e-14
744.8275862068965	1.223426146658636e-14
786.2068965517242	1.2627031823928243e-14
827.5862068965517	1.2950838312757102e-14
868.9655172413793	1.3205680933072938e-14
910.3448275862069	1.3391559684875754e-14
951.7241379310345	1.3508474568165546e-14
993.1034482758621	1.3556425582942318e-14
1034.4827586206898	1.3535412729206066e-14
1075.8620689655172	1.3445436006956793e-14
1117.2413793103449	1.3286495416194496e-14
1158.6206896551723	1.305859095691918e-14
1200.0	1.276172262913084e-14
