t	y
0.0	0.0
41.37931034482759	1.0656605608945996e-9
82.75862068965517	6.876638929352179e-10
124.13793103448276	2.358436750342299e-10
165.51724137931035	3.2148618129503207e-11
206.89655172413794	1.8527891542603095e-11
248.27586206896552	1.978473625573609e-11
289.6551724137931	2.065062917748897e-11
331.0344827586207	2.112557030786174e-11
372.41379310344826	2.120955964685439e-11
413.7931034482759	2.090259719446693e-11
455.17241379310343	2.020468295069935e-11
496.55172413793105	1.911581691555166e-11
537.9310344827586	1.992681435031685e-11
579.3103448275862	2.0939188792088555e-11
620.6896551724138	2.18604027932449e-11
662.0689655172414	2.2690456353785878e-11
703.448275862069	2.342934947371149e-11
744.8275862068965	2.407708215302174e-11
786.2068965517242	2.463365439171663e-11
827.5862068965517	2.509906618979615e-11
868.9655172413793	2.5473317547260308e-11
910.3448275862069	2.57564084641091e-11
951.7241379310345	2.594833894034253e-11
993.1034482758621	2.60491089759606e-11
1034.4827586206898	2.60587185709633e-11
1075.8620689655172	2.597716772535064e-11
1117.2413793103449	2.5804456439122613e-11
1158.6206896551723	2.5540584712279226e-11
1200.0	2.5185552544820472e-11
