t	y
0.0	2.0e-7
0.034482758620689655	1.9498356425952208e-7
0.06896551724137931	1.9275841103011228e-7
0.10344827586206896	1.914186318291669e-7
0.13793103448275862	1.905570137038619e-7
0.1724137931034483	1.9017355665419726e-7
0.20689655172413793	1.9019790070421944e-7
0.2413793103448276	1.9026314683339806e-7
0.27586206896551724	1.9031734589376635e-7
0.3103448275862069	1.9036049788532434e-7
0.3448275862068966	1.90392602808072e-7
0.3793103448275862	1.9041366066200933e-7
0.41379310344827586	1.9042367144713637e-7
0.4482758620689655	1.904226351634531e-7
0.4827586206896552	1.904105518109595e-7
0.5172413793103449	1.9039059675939052e-7
0.5517241379310345	1.903796211846921e-7
0.5862068965517241	1.903698533684038e-7
0.6206896551724138	1.903612933105256e-7
0.6551724137931034	1.9035394101105755e-7
0.6896551724137931	1.9034779646999958e-7
0.7241379310344828	1.9034285968735174e-7
0.7586206896551724	1.9033913066311403e-7
0.7931034482758621	1.903366093972864e-7
0.8275862068965517	1.9033529588986891e-7
0.8620689655172413	1.9033519014086154e-7
0.896551724137931	1.9033629215026427e-7
0.9310344827586207	1.9033860191807712e-7
0.9655172413793104	1.903421194443001e-7
1.0	1.9034684472893318e-7
