t	y
0.0	0.0
41.37931034482759	2.599098198932952e-12
82.75862068965517	3.9813093125999464e-12
124.13793103448276	4.829191470287258e-12
165.51724137931035	5.394249182175873e-12
206.89655172413794	5.670996363837262e-12
248.27586206896552	5.836439949315286e-12
289.6551724137931	5.953535675420336e-12
331.0344827586207	6.022283542152414e-12
372.41379310344826	6.0426835495115174e-12
413.7931034482759	6.014735697497649e-12
455.17241379310343	5.938439986110807e-12
496.55172413793105	5.8137964153509936e-12
537.9310344827586	5.599271541695171e-12
579.3103448275862	5.3832044493465855e-12
620.6896551724138	5.174550473530621e-12
662.0689655172414	4.973309614247279e-12
703.448275862069	4.779481871496559e-12
744.8275862068965	4.593067245278461e-12
786.2068965517242	4.414065735592984e-12
827.5862068965517	4.242477342440131e-12
868.9655172413793	4.078302065819899e-12
910.3448275862069	3.921539905732288e-12
951.7241379310345	3.772190862177299e-12
993.1034482758621	3.6302549351549323e-12
1034.4827586206898	3.495732124665188e-12
1075.8620689655172	3.3686224307080657e-12
1117.2413793103449	3.248925853283565e-12
1158.6206896551723	3.136642392391687e-12
1200.0	3.0317720480324294e-12
