t	y
0.0	2.0e-7
41.37931034482759	8.020276381951123e-8
82.75862068965517	2.8440845888493357e-8
124.13793103448276	1.1473925007057811e-8
165.51724137931035	2.837904586166632e-9
206.89655172413794	1.1127743621930327e-9
248.27586206896552	5.114270214628087e-10
289.6551724137931	4.150545006325882e-11
331.0344827586207	-2.9699035200561673e-10
372.41379310344826	-5.040603847438184e-10
413.7931034482759	-5.797046481513462e-10
455.17241379310343	-5.239231422281993e-10
496.55172413793105	-3.367158669743785e-10
537.9310344827586	-2.2857470696015797e-10
579.3103448275862	-1.4888391094010217e-10
620.6896551724138	-7.745496302458444e-11
662.0689655172414	-1.428786321360507e-11
703.448275862069	4.061738849283582e-11
744.8275862068965	8.726079209473865e-11
786.2068965517242	1.2564234759210318e-10
827.5862068965517	1.5576205498492938e-10
868.9655172413793	1.7761991427321726e-10
910.3448275862069	1.912159254569669e-10
951.7241379310345	1.9655008853617833e-10
993.1034482758621	1.9362240351085157e-10
1034.4827586206898	1.8243287038098636e-10
1075.8620689655172	1.629814891465829e-10
1117.2413793103449	1.3526825980764116e-10
1158.6206896551723	9.929318236416128e-11
1200.0	5.5056256816142985e-11
