t	y
0.0	0.0
41.37931034482759	8.259681389475685e-11
82.75862068965517	3.572038786321655e-11
124.13793103448276	1.368071741699792e-11
165.51724137931035	2.8490231084930152e-12
206.89655172413794	1.2425568842053357e-12
248.27586206896552	8.156211179005659e-13
289.6551724137931	4.797567206452932e-13
331.0344827586207	2.349636924395174e-13
372.41379310344826	8.124203328323859e-14
413.7931034482759	1.859174317645683e-14
455.17241379310343	4.701282211917164e-14
496.55172413793105	1.6650527011138377e-13
537.9310344827586	2.659374970540542e-13
579.3103448275862	3.4801893588811686e-13
620.6896551724138	4.2188455150237367e-13
662.0689655172414	4.875343438968243e-13
703.448275862069	5.449683130714686e-13
744.8275862068965	5.94186459026307e-13
786.2068965517242	6.351887817613394e-13
827.5862068965517	6.679752812765656e-13
868.9655172413793	6.925459575719856e-13
910.3448275862069	7.089008106475996e-13
951.7241379310345	7.170398405034075e-13
993.1034482758621	7.169630471394095e-13
1034.4827586206898	7.086704305556052e-13
1075.8620689655172	6.921619907519949e-13
1117.2413793103449	6.674377277285784e-13
1158.6206896551723	6.34497641485356e-13
1200.0	5.933417320223274e-13
