t	y
0.0	0.0
41.37931034482759	8.693200444403503e-12
82.75862068965517	1.3508387151145009e-11
124.13793103448276	1.7356883464075274e-11
165.51724137931035	2.0292276846897387e-11
206.89655172413794	2.2176903081634794e-11
248.27586206896552	2.3475661171000355e-11
289.6551724137931	2.4422084092004068e-11
331.0344827586207	2.5016171844645934e-11
372.41379310344826	2.5257924428925956e-11
413.7931034482759	2.514734184484413e-11
455.17241379310343	2.4684424092400456e-11
496.55172413793105	2.3869171171594935e-11
537.9310344827586	2.2699668903863944e-11
579.3103448275862	2.1534196797698585e-11
620.6896551724138	2.0395643877362087e-11
662.0689655172414	1.9284010142854465e-11
703.448275862069	1.819929559417571e-11
744.8275862068965	1.7141500231325823e-11
786.2068965517242	1.6110624054304803e-11
827.5862068965517	1.5106667063112655e-11
868.9655172413793	1.4129629257749374e-11
910.3448275862069	1.3179510638214963e-11
951.7241379310345	1.2256311204509415e-11
993.1034482758621	1.136003095663274e-11
1034.4827586206898	1.0490669894584933e-11
1075.8620689655172	9.648228018365998e-12
1117.2413793103449	8.832705327975926e-12
1158.6206896551723	8.044101823414727e-12
1200.0	7.282417504682393e-12
