t	y
0.0	0.0
41.37931034482759	8.767855185025319e-9
82.75862068965517	2.4299217108638012e-8
124.13793103448276	4.1891384862407566e-8
165.51724137931035	5.797686086442467e-8
206.89655172413794	7.223452540430227e-8
248.27586206896552	8.506388570227277e-8
289.6551724137931	9.677426056664931e-8
331.0344827586207	1.0736564999743189e-7
372.41379310344826	1.1683805399462051e-7
413.7931034482759	1.2519147255821516e-7
455.17241379310343	1.3242590568821588e-7
496.55172413793105	1.385413533846226e-7
537.9310344827586	1.433313736694535e-7
579.3103448275862	1.477768710596661e-7
620.6896551724138	1.519567389482583e-7
662.0689655172414	1.5587097733523005e-7
703.448275862069	1.5951958622058135e-7
744.8275862068965	1.6290256560431224e-7
786.2068965517242	1.6601991548642268e-7
827.5862068965517	1.688716358669127e-7
868.9655172413793	1.7145772674578227e-7
910.3448275862069	1.7377818812303143e-7
951.7241379310345	1.7583301999866013e-7
993.1034482758621	1.776222223726684e-7
1034.4827586206898	1.7914579524505627e-7
1075.8620689655172	1.8040373861582367e-7
1117.2413793103449	1.8139605248497062e-7
1158.6206896551723	1.8212273685249717e-7
1200.0	1.825837917184033e-7
