t	y
0.0	0.0
41.37931034482759	1.6329350199626533e-9
82.75862068965517	5.796552121076901e-10
124.13793103448276	2.331458655081973e-10
165.51724137931035	5.7399649880113504e-11
206.89655172413794	2.263981272600417e-11
248.27586206896552	1.0410672414925778e-11
289.6551724137931	8.535506135020886e-13
331.0344827586207	-6.031552678266917e-12
372.41379310344826	-1.0244637460381215e-11
413.7931034482759	-1.1785703732840825e-11
455.17241379310343	-1.0654751495645739e-11
496.55172413793105	-6.85178074879595e-12
537.9310344827586	-4.651939891172166e-12
579.3103448275862	-3.0300928686497535e-12
620.6896551724138	-1.5763883343438485e-12
662.0689655172414	-2.908262882544603e-13
703.448275862069	8.265932696184121e-13
744.8275862068965	1.7758703392747743e-12
786.2068965517242	2.5570049207146254e-12
827.5862068965517	3.1699970139379605e-12
868.9655172413793	3.6148466189447832e-12
910.3448275862069	3.8915537357350935e-12
951.7241379310345	4.000118364308889e-12
993.1034482758621	3.940540504666175e-12
1034.4827586206898	3.712820156806943e-12
1075.8620689655172	3.3169573207312033e-12
1117.2413793103449	2.7529519964389457e-12
1158.6206896551723	2.0208041839301797e-12
1200.0	1.1205138832048974e-12
