t	y
0.0	0.0
41.37931034482759	1.175875790272638e-9
82.75862068965517	1.317794701943715e-9
124.13793103448276	1.2304265602447644e-9
165.51724137931035	1.1244393327404128e-9
206.89655172413794	1.0093049094598142e-9
248.27586206896552	9.040013735675966e-10
289.6551724137931	8.094734359706178e-10
331.0344827586207	7.257210966688777e-10
372.41379310344826	6.527443556623766e-10
413.7931034482759	5.905432129511141e-10
455.17241379310343	5.391176685350905e-10
496.55172413793105	4.984677224143057e-10
537.9310344827586	4.636136803847746e-10
579.3103448275862	4.307088258758587e-10
620.6896551724138	3.9991068998709887e-10
662.0689655172414	3.712192727184953e-10
703.448275862069	3.446345740700481e-10
744.8275862068965	3.20156594041757e-10
786.2068965517242	2.9778533263362214e-10
827.5862068965517	2.7752078984564354e-10
868.9655172413793	2.593629656778212e-10
910.3448275862069	2.433118601301551e-10
951.7241379310345	2.293674732026452e-10
993.1034482758621	2.1752980489529145e-10
1034.4827586206898	2.0779885520809405e-10
1075.8620689655172	2.0017462414105285e-10
1117.2413793103449	1.946571116941679e-10
1158.6206896551723	1.9124631786743918e-10
1200.0	1.8994224266086665e-10
